TABLE:  Pier Section Properties;;;;;;;;;;;;;;;
Story5;7D;90;39;0;4.82;0.12;4.82;0.12;H280;31.065;2.965;9.52;31.065;2.965;11.9
Story5;7B;90;39;0;4.82;0.12;4.82;0.12;H280;31.065;10.615;9.52;31.065;10.615;11.9
Story5;J4;0;27;0;3.625;0.12;3.625;0.12;H280;28.1675;5.375;9.52;28.1675;5.375;11.9
Story5;J2;0;27;0;3.625;0.12;3.625;0.12;H280;28.1675;8.205;9.52;28.1675;8.205;11.9
Story5;8B;90;24;0;2.83;0.12;2.83;0.12;H280;26.295;6.79;9.52;26.295;6.79;11.9
Story5;10;90;66;0;7.74;0.15;7.74;0.15;H280;20.71;6.79;9.52;20.71;6.79;11.9
Story5;J1;0;30;0;3.625;0.12;3.625;0.12;H280;13.2525;8.205;9.52;13.2525;8.205;11.9
Story5;8A;90;27;0;2.83;0.12;2.83;0.12;H280;15.125;6.79;9.52;15.125;6.79;11.9
Story5;J3;0;33;0;3.625;0.12;3.625;0.12;H280;13.2525;5.375;9.52;13.2525;5.375;11.9
Story5;7C;90;39;0;4.82;0.12;4.82;0.12;H280;10.355;2.965;9.52;10.355;2.965;11.9
Story5;7A;90;42;0;4.82;0.12;4.82;0.12;H280;10.355;10.615;9.52;10.355;10.615;11.9
Story5;I1;0;27;0;3.625;0.12;3.625;0.12;H280;7.4575;8.205;9.52;7.4575;8.205;11.9
Story5;I3;0;27;0;3.625;0.12;3.625;0.12;H280;7.4575;5.375;9.52;7.4575;5.375;11.9
Story5;5A;90;24;0;2.83;0.12;2.83;0.12;H280;5.585;6.79;9.52;5.585;6.79;11.9
Story5;K1;0;42;0;5.585;0.12;5.585;0.12;H280;2.7925;6.79;9.52;2.7925;6.79;11.9
Story5;1A;90;66;0;7.74;0.15;7.74;0.15;H280;0;6.79;9.52;0;6.79;11.9
Story5;K2;0;42;0;5.585;0.12;5.585;0.12;H280;38.6275;6.79;9.52;38.6275;6.79;11.9
Story5;B4;0;9;0;0.83;0.12;0.83;0.12;H280;37.305;13.58;9.52;37.305;13.58;11.9
Story5;B8;5.4439E-11;9;0;0.83;0.12;0.83;0.12;H280;37.305;2.72718E-13;9.52;37.305;2.72718E-13;11.9
Story5;E4;0;9;0;0.945;0.15;0.945;0.15;H280;30.5925;0.555;9.52;30.5925;0.555;11.9
Story5;E3;0;9;0;0.945;0.15;0.945;0.15;H280;9.8825;0.555;9.52;9.8825;0.555;11.9
Story5;B7;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H280;24.825;2.72718E-13;9.52;24.825;2.72718E-13;11.9
Story5;B3;0;9;0;0.83;0.12;0.83;0.12;H280;24.825;13.58;9.52;24.825;13.58;11.9
Story5;B2;0;9;0;0.83;0.12;0.83;0.12;H280;16.595;13.58;9.52;16.595;13.58;11.9
Story5;B6;0;9;0;0.83;0.12;0.83;0.12;H280;16.595;2.84E-14;9.52;16.595;2.84E-14;11.9
Story5;E2;0;18;0;1.89;0.15;1.89;0.15;H280;31.065;13.025;9.52;31.065;13.025;11.9
Story5;E1;0;21;0;1.95;0.15;1.95;0.15;H280;10.385;13.025;9.52;10.385;13.025;11.9
Story5;B5;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H280;4.115;2.72718E-13;9.52;4.115;2.72718E-13;11.9
Story5;B1;0;9;0;0.83;0.12;0.83;0.12;H280;4.115;13.58;9.52;4.115;13.58;11.9
Story5;L2;0;42;0;5.525;0.12;5.525;0.12;H280;23.5325;6.79;9.52;23.5325;6.79;11.9
Story5;L1;0;42;0;5.525;0.12;5.525;0.12;H280;17.8875;6.79;9.52;17.8875;6.79;11.9
Story4;1B;90;66;0;7.74;0.15;7.74;0.15;H350;41.42;6.79;7.14;41.42;6.79;9.52
Story4;I2;0;30;0;3.625;0.15;3.625;0.15;H350;33.9625;8.205;7.14;33.9625;8.205;9.52
Story4;5B;90;27;0;2.83;0.12;2.83;0.12;H350;35.835;6.79;7.14;35.835;6.79;9.52
Story4;I4;0;33;0;3.625;0.15;3.625;0.15;H350;33.9625;5.375;7.14;33.9625;5.375;9.52
Story4;7D;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;2.965;7.14;31.065;2.965;9.52
Story4;7B;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;10.615;7.14;31.065;10.615;9.52
Story4;J4;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;5.375;7.14;28.1675;5.375;9.52
Story4;J2;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;8.205;7.14;28.1675;8.205;9.52
Story4;8B;90;24;0;2.83;0.12;2.83;0.12;H350;26.295;6.79;7.14;26.295;6.79;9.52
Story4;10;90;66;0;7.74;0.15;7.74;0.15;H350;20.71;6.79;7.14;20.71;6.79;9.52
Story4;J1;0;30;0;3.625;0.15;3.625;0.15;H350;13.2525;8.205;7.14;13.2525;8.205;9.52
Story4;8A;90;27;0;2.83;0.12;2.83;0.12;H350;15.125;6.79;7.14;15.125;6.79;9.52
Story4;J3;0;33;0;3.625;0.15;3.625;0.15;H350;13.2525;5.375;7.14;13.2525;5.375;9.52
Story4;7C;90;39;0;4.82;0.15;4.82;0.15;H350;10.355;2.965;7.14;10.355;2.965;9.52
Story4;7A;90;42;0;4.82;0.15;4.82;0.15;H350;10.355;10.615;7.14;10.355;10.615;9.52
Story4;I1;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;8.205;7.14;7.4575;8.205;9.52
Story4;I3;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;5.375;7.14;7.4575;5.375;9.52
Story4;5A;90;24;0;2.83;0.12;2.83;0.12;H350;5.585;6.79;7.14;5.585;6.79;9.52
Story4;K1;0;42;0;5.585;0.12;5.585;0.12;H350;2.7925;6.79;7.14;2.7925;6.79;9.52
Story4;1A;90;66;0;7.74;0.15;7.74;0.15;H350;0;6.79;7.14;0;6.79;9.52
Story4;K2;0;42;0;5.585;0.12;5.585;0.12;H350;38.6275;6.79;7.14;38.6275;6.79;9.52
Story4;B4;0;9;0;0.83;0.12;0.83;0.12;H350;37.305;13.58;7.14;37.305;13.58;9.52
Story4;B8;5.4439E-11;9;0;0.83;0.12;0.83;0.12;H350;37.305;2.72718E-13;7.14;37.305;2.72718E-13;9.52
Story4;E4;0;9;0;0.945;0.15;0.945;0.15;H350;30.5925;0.555;7.14;30.5925;0.555;9.52
Story4;E3;0;9;0;0.945;0.15;0.945;0.15;H350;9.8825;0.555;7.14;9.8825;0.555;9.52
Story4;B7;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;24.825;2.72718E-13;7.14;24.825;2.72718E-13;9.52
Story4;B3;0;9;0;0.83;0.12;0.83;0.12;H350;24.825;13.58;7.14;24.825;13.58;9.52
Story4;B2;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;13.58;7.14;16.595;13.58;9.52
Story4;B6;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;2.84E-14;7.14;16.595;2.84E-14;9.52
Story4;E2;0;18;0;1.89;0.15;1.89;0.15;H350;31.065;13.025;7.14;31.065;13.025;9.52
Story4;E1;0;21;0;1.95;0.15;1.95;0.15;H350;10.385;13.025;7.14;10.385;13.025;9.52
Story4;B5;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;4.115;2.72718E-13;7.14;4.115;2.72718E-13;9.52
Story4;B1;0;9;0;0.83;0.12;0.83;0.12;H350;4.115;13.58;7.14;4.115;13.58;9.52
Story4;L2;0;42;0;5.525;0.12;5.525;0.12;H350;23.5325;6.79;7.14;23.5325;6.79;9.52
Story4;L1;0;42;0;5.525;0.12;5.525;0.12;H350;17.8875;6.79;7.14;17.8875;6.79;9.52
Story3;1B;90;66;0;7.74;0.15;7.74;0.15;H350;41.42;6.79;4.76;41.42;6.79;7.14
Story3;I2;0;30;0;3.625;0.15;3.625;0.15;H350;33.9625;8.205;4.76;33.9625;8.205;7.14
Story3;5B;90;27;0;2.83;0.12;2.83;0.12;H350;35.835;6.79;4.76;35.835;6.79;7.14
Story3;I4;0;33;0;3.625;0.15;3.625;0.15;H350;33.9625;5.375;4.76;33.9625;5.375;7.14
Story3;7D;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;2.965;4.76;31.065;2.965;7.14
Story3;7B;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;10.615;4.76;31.065;10.615;7.14
Story3;J4;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;5.375;4.76;28.1675;5.375;7.14
Story3;J2;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;8.205;4.76;28.1675;8.205;7.14
Story3;8B;90;24;0;2.83;0.12;2.83;0.12;H350;26.295;6.79;4.76;26.295;6.79;7.14
Story3;10;90;66;0;7.74;0.15;7.74;0.15;H350;20.71;6.79;4.76;20.71;6.79;7.14
Story3;J1;0;30;0;3.625;0.15;3.625;0.15;H350;13.2525;8.205;4.76;13.2525;8.205;7.14
Story3;8A;90;27;0;2.83;0.12;2.83;0.12;H350;15.125;6.79;4.76;15.125;6.79;7.14
Story3;J3;0;33;0;3.625;0.15;3.625;0.15;H350;13.2525;5.375;4.76;13.2525;5.375;7.14
Story3;7C;90;39;0;4.82;0.15;4.82;0.15;H350;10.355;2.965;4.76;10.355;2.965;7.14
Story3;7A;90;42;0;4.82;0.15;4.82;0.15;H350;10.355;10.615;4.76;10.355;10.615;7.14
Story3;I1;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;8.205;4.76;7.4575;8.205;7.14
Story3;I3;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;5.375;4.76;7.4575;5.375;7.14
Story3;5A;90;24;0;2.83;0.12;2.83;0.12;H350;5.585;6.79;4.76;5.585;6.79;7.14
Story3;K1;0;42;0;5.585;0.12;5.585;0.12;H350;2.7925;6.79;4.76;2.7925;6.79;7.14
Story3;1A;90;66;0;7.74;0.15;7.74;0.15;H350;0;6.79;4.76;0;6.79;7.14
Story3;K2;0;42;0;5.585;0.12;5.585;0.12;H350;38.6275;6.79;4.76;38.6275;6.79;7.14
Story3;B4;0;9;0;0.83;0.12;0.83;0.12;H350;37.305;13.58;4.76;37.305;13.58;7.14
Story3;B8;5.4439E-11;9;0;0.83;0.12;0.83;0.12;H350;37.305;2.72718E-13;4.76;37.305;2.72718E-13;7.14
Story3;E4;0;9;0;0.945;0.15;0.945;0.15;H350;30.5925;0.555;4.76;30.5925;0.555;7.14
Story3;E3;0;9;0;0.945;0.15;0.945;0.15;H350;9.8825;0.555;4.76;9.8825;0.555;7.14
Story3;B7;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;24.825;2.72718E-13;4.76;24.825;2.72718E-13;7.14
Story3;B3;0;9;0;0.83;0.12;0.83;0.12;H350;24.825;13.58;4.76;24.825;13.58;7.14
Story3;B2;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;13.58;4.76;16.595;13.58;7.14
Story3;B6;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;2.84E-14;4.76;16.595;2.84E-14;7.14
Story3;E2;0;18;0;1.89;0.15;1.89;0.15;H350;31.065;13.025;4.76;31.065;13.025;7.14
Story3;E1;0;21;0;1.95;0.15;1.95;0.15;H350;10.385;13.025;4.76;10.385;13.025;7.14
Story3;B5;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;4.115;2.72718E-13;4.76;4.115;2.72718E-13;7.14
Story3;B1;0;9;0;0.83;0.12;0.83;0.12;H350;4.115;13.58;4.76;4.115;13.58;7.14
Story3;L2;0;42;0;5.525;0.12;5.525;0.12;H350;23.5325;6.79;4.76;23.5325;6.79;7.14
Story3;L1;0;42;0;5.525;0.12;5.525;0.12;H350;17.8875;6.79;4.76;17.8875;6.79;7.14
Story2;1B;90;66;0;7.74;0.15;7.74;0.15;H350;41.42;6.79;2.38;41.42;6.79;4.76
Story2;I2;0;30;0;3.625;0.15;3.625;0.15;H350;33.9625;8.205;2.38;33.9625;8.205;4.76
Story2;5B;90;27;0;2.83;0.12;2.83;0.12;H350;35.835;6.79;2.38;35.835;6.79;4.76
Story2;I4;0;33;0;3.625;0.15;3.625;0.15;H350;33.9625;5.375;2.38;33.9625;5.375;4.76
Story2;7D;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;2.965;2.38;31.065;2.965;4.76
Story2;7B;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;10.615;2.38;31.065;10.615;4.76
Story2;J4;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;5.375;2.38;28.1675;5.375;4.76
Story2;J2;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;8.205;2.38;28.1675;8.205;4.76
Story2;8B;90;24;0;2.83;0.12;2.83;0.12;H350;26.295;6.79;2.38;26.295;6.79;4.76
Story2;10;90;66;0;7.74;0.15;7.74;0.15;H350;20.71;6.79;2.38;20.71;6.79;4.76
Story2;J1;0;30;0;3.625;0.15;3.625;0.15;H350;13.2525;8.205;2.38;13.2525;8.205;4.76
Story2;8A;90;27;0;2.83;0.12;2.83;0.12;H350;15.125;6.79;2.38;15.125;6.79;4.76
Story2;J3;0;33;0;3.625;0.15;3.625;0.15;H350;13.2525;5.375;2.38;13.2525;5.375;4.76
Story2;7C;90;39;0;4.82;0.15;4.82;0.15;H350;10.355;2.965;2.38;10.355;2.965;4.76
Story2;7A;90;42;0;4.82;0.15;4.82;0.15;H350;10.355;10.615;2.38;10.355;10.615;4.76
Story2;I1;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;8.205;2.38;7.4575;8.205;4.76
Story2;I3;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;5.375;2.38;7.4575;5.375;4.76
Story2;5A;90;24;0;2.83;0.12;2.83;0.12;H350;5.585;6.79;2.38;5.585;6.79;4.76
Story2;K1;0;42;0;5.585;0.12;5.585;0.12;H350;2.7925;6.79;2.38;2.7925;6.79;4.76
Story2;1A;90;66;0;7.74;0.15;7.74;0.15;H350;0;6.79;2.38;0;6.79;4.76
Story2;K2;0;42;0;5.585;0.12;5.585;0.12;H350;38.6275;6.79;2.38;38.6275;6.79;4.76
Story2;B4;0;9;0;0.83;0.12;0.83;0.12;H350;37.305;13.58;2.38;37.305;13.58;4.76
Story2;G4;0;12;0;1.3;0.12;1.3;0.12;H350;35.805;10.66;2.38;35.805;10.66;4.76
Story2;F4;0;15;0;1.5;0.12;1.5;0.12;H350;38.905;10.66;2.38;38.905;10.66;4.76
Story2;F8;0;15;0;1.5;0.12;1.5;0.12;H350;38.905;2.92;2.38;38.905;2.92;4.76
Story2;B8;5.4439E-11;9;0;0.83;0.12;0.83;0.12;H350;37.305;2.72718E-13;2.38;37.305;2.72718E-13;4.76
Story2;G8;0;12;0;1.3;0.12;1.3;0.12;H350;35.805;2.92;2.38;35.805;2.92;4.76
Story2;E4;0;9;0;0.945;0.15;0.945;0.15;H350;30.5925;0.555;2.38;30.5925;0.555;4.76
Story2;E3;0;9;0;0.945;0.15;0.945;0.15;H350;9.8825;0.555;2.38;9.8825;0.555;4.76
Story2;G7;0;12;0;1.3;0.12;1.3;0.12;H350;26.325;2.92;2.38;26.325;2.92;4.76
Story2;B7;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;24.825;2.72718E-13;2.38;24.825;2.72718E-13;4.76
Story2;F7;0;15;0;1.5;0.12;1.5;0.12;H350;23.225;2.92;2.38;23.225;2.92;4.76
Story2;G3;0;12;0;1.3;0.12;1.3;0.12;H350;26.325;10.66;2.38;26.325;10.66;4.76
Story2;F3;0;15;0;1.5;0.12;1.5;0.12;H350;23.225;10.66;2.38;23.225;10.66;4.76
Story2;B3;0;9;0;0.83;0.12;0.83;0.12;H350;24.825;13.58;2.38;24.825;13.58;4.76
Story2;B2;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;13.58;2.38;16.595;13.58;4.76
Story2;G2;0;12;0;1.3;0.12;1.3;0.12;H350;15.095;10.66;2.38;15.095;10.66;4.76
Story2;F2;0;15;0;1.5;0.12;1.5;0.12;H350;18.195;10.66;2.38;18.195;10.66;4.76
Story2;F6;0;15;0;1.5;0.12;1.5;0.12;H350;18.195;2.92;2.38;18.195;2.92;4.76
Story2;B6;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;2.84E-14;2.38;16.595;2.84E-14;4.76
Story2;G6;0;12;0;1.3;0.12;1.3;0.12;H350;15.095;2.92;2.38;15.095;2.92;4.76
Story2;E2;0;18;0;1.89;0.15;1.89;0.15;H350;31.065;13.025;2.38;31.065;13.025;4.76
Story2;E1;0;21;0;1.95;0.15;1.95;0.15;H350;10.385;13.025;2.38;10.385;13.025;4.76
Story2;G5;0;15;0;1.3;0.12;1.3;0.12;H350;5.615;2.92;2.38;5.615;2.92;4.76
Story2;B5;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;4.115;2.72718E-13;2.38;4.115;2.72718E-13;4.76
Story2;F5;0;15;0;1.5;0.12;1.5;0.12;H350;2.515;2.92;2.38;2.515;2.92;4.76
Story2;G1;0;12;0;1.3;0.12;1.3;0.12;H350;5.615;10.66;2.38;5.615;10.66;4.76
Story2;F1;0;15;0;1.5;0.12;1.5;0.12;H350;2.515;10.66;2.38;2.515;10.66;4.76
Story2;B1;0;9;0;0.83;0.12;0.83;0.12;H350;4.115;13.58;2.38;4.115;13.58;4.76
Story2;L2;0;42;0;5.525;0.15;5.525;0.15;H350;23.5325;6.79;2.38;23.5325;6.79;4.76
Story2;L1;0;42;0;5.525;0.15;5.525;0.15;H350;17.8875;6.79;2.38;17.8875;6.79;4.76
Story1;1B;90;66;0;7.74;0.15;7.74;0.15;H350;41.42;6.79;0;41.42;6.79;2.38
Story1;I2;0;30;0;3.625;0.15;3.625;0.15;H350;33.9625;8.205;0;33.9625;8.205;2.38
Story1;5B;90;27;0;2.83;0.12;2.83;0.12;H350;35.835;6.79;0;35.835;6.79;2.38
Story1;I4;0;42;0;3.625;0.15;3.625;0.15;H350;33.9625;5.375;0;33.9625;5.375;2.38
Story1;7D;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;2.965;0;31.065;2.965;2.38
Story1;7B;90;39;0;4.82;0.15;4.82;0.15;H350;31.065;10.615;0;31.065;10.615;2.38
Story1;J4;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;5.375;0;28.1675;5.375;2.38
Story1;J2;0;27;0;3.625;0.15;3.625;0.15;H350;28.1675;8.205;0;28.1675;8.205;2.38
Story1;8B;90;24;0;2.83;0.12;2.83;0.12;H350;26.295;6.79;0;26.295;6.79;2.38
Story1;10;90;66;0;7.74;0.15;7.74;0.15;H350;20.71;6.79;0;20.71;6.79;2.38
Story1;J1;0;30;0;3.625;0.15;3.625;0.15;H350;13.2525;8.205;0;13.2525;8.205;2.38
Story1;8A;90;27;0;2.83;0.12;2.83;0.12;H350;15.125;6.79;0;15.125;6.79;2.38
Story1;J3;0;42;0;3.625;0.15;3.625;0.15;H350;13.2525;5.375;0;13.2525;5.375;2.38
Story1;7C;90;39;0;4.82;0.15;4.82;0.15;H350;10.355;2.965;0;10.355;2.965;2.38
Story1;7A;90;42;0;4.82;0.15;4.82;0.15;H350;10.355;10.615;0;10.355;10.615;2.38
Story1;I1;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;8.205;0;7.4575;8.205;2.38
Story1;I3;0;27;0;3.625;0.15;3.625;0.15;H350;7.4575;5.375;0;7.4575;5.375;2.38
Story1;5A;90;24;0;2.83;0.12;2.83;0.12;H350;5.585;6.79;0;5.585;6.79;2.38
Story1;K1;0;42;0;5.585;0.12;5.585;0.12;H350;2.7925;6.79;0;2.7925;6.79;2.38
Story1;1A;90;66;0;7.74;0.15;7.74;0.15;H350;0;6.79;0;0;6.79;2.38
Story1;K2;0;42;0;5.585;0.12;5.585;0.12;H350;38.6275;6.79;0;38.6275;6.79;2.38
Story1;B4;0;9;0;0.83;0.12;0.83;0.12;H350;37.305;13.58;0;37.305;13.58;2.38
Story1;G4;0;12;0;1.3;0.12;1.3;0.12;H350;35.805;10.66;0;35.805;10.66;2.38
Story1;F4;0;15;0;1.5;0.12;1.5;0.12;H350;38.905;10.66;0;38.905;10.66;2.38
Story1;F8;0;15;0;1.5;0.12;1.5;0.12;H350;38.905;2.92;0;38.905;2.92;2.38
Story1;B8;5.4439E-11;9;0;0.83;0.12;0.83;0.12;H350;37.305;2.72718E-13;0;37.305;2.72718E-13;2.38
Story1;G8;0;12;0;1.3;0.12;1.3;0.12;H350;35.805;2.92;0;35.805;2.92;2.38
Story1;E4;0;9;0;0.945;0.15;0.945;0.15;H350;30.5925;0.555;0;30.5925;0.555;2.38
Story1;E3;0;9;0;0.945;0.15;0.945;0.15;H350;9.8825;0.555;0;9.8825;0.555;2.38
Story1;G7;0;12;0;1.3;0.12;1.3;0.12;H350;26.325;2.92;0;26.325;2.92;2.38
Story1;B7;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;24.825;2.72718E-13;0;24.825;2.72718E-13;2.38
Story1;F7;0;15;0;1.5;0.12;1.5;0.12;H350;23.225;2.92;0;23.225;2.92;2.38
Story1;G3;0;12;0;1.3;0.12;1.3;0.12;H350;26.325;10.66;0;26.325;10.66;2.38
Story1;F3;0;15;0;1.5;0.12;1.5;0.12;H350;23.225;10.66;0;23.225;10.66;2.38
Story1;B3;0;9;0;0.83;0.12;0.83;0.12;H350;24.825;13.58;0;24.825;13.58;2.38
Story1;B2;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;13.58;0;16.595;13.58;2.38
Story1;G2;0;12;0;1.3;0.12;1.3;0.12;H350;15.095;10.66;0;15.095;10.66;2.38
Story1;F2;0;15;0;1.5;0.12;1.5;0.12;H350;18.195;10.66;0;18.195;10.66;2.38
Story1;F6;0;15;0;1.5;0.12;1.5;0.12;H350;18.195;2.92;0;18.195;2.92;2.38
Story1;B6;0;9;0;0.83;0.12;0.83;0.12;H350;16.595;2.84E-14;0;16.595;2.84E-14;2.38
Story1;G6;0;12;0;1.3;0.12;1.3;0.12;H350;15.095;2.92;0;15.095;2.92;2.38
Story1;E2;0;18;0;1.89;0.15;1.89;0.15;H350;31.065;13.025;0;31.065;13.025;2.38
Story1;E1;0;21;0;1.95;0.15;1.95;0.15;H350;10.385;13.025;0;10.385;13.025;2.38
Story1;G5;0;15;0;1.3;0.12;1.3;0.12;H350;5.615;2.92;0;5.615;2.92;2.38
Story1;B5;1.74496E-10;9;0;0.83;0.12;0.83;0.12;H350;4.115;2.72718E-13;0;4.115;2.72718E-13;2.38
Story1;F5;0;15;0;1.5;0.12;1.5;0.12;H350;2.515;2.92;0;2.515;2.92;2.38
Story1;G1;0;12;0;1.3;0.12;1.3;0.12;H350;5.615;10.66;0;5.615;10.66;2.38
Story1;F1;0;15;0;1.5;0.12;1.5;0.12;H350;2.515;10.66;0;2.515;10.66;2.38
Story1;B1;0;9;0;0.83;0.12;0.83;0.12;H350;4.115;13.58;0;4.115;13.58;2.38
Story1;L2;0;42;0;5.525;0.15;5.525;0.15;H350;23.5325;6.79;0;23.5325;6.79;2.38
Story1;L1;0;42;0;5.525;0.15;5.525;0.15;H350;17.8875;6.79;0;17.8875;6.79;2.38
